Field (T)	Resistance (Ohms)
1.73E+03	1.9108960E+06
1.73E+03	1.9173550E+06
1.74E+03	1.9163120E+06
1.74E+03	1.9144070E+06
1.74E+03	1.9099390E+06
1.74E+03	1.9173740E+06
1.74E+03	1.9130860E+06
1.75E+03	1.9143220E+06
1.75E+03	1.9148970E+06
1.75E+03	1.9146700E+06
1.75E+03	1.9159500E+06
1.75E+03	1.9144210E+06
1.76E+03	1.9169100E+06
1.76E+03	1.9158820E+06
1.76E+03	1.9163330E+06
1.76E+03	1.9147070E+06
1.76E+03	1.9196690E+06
1.77E+03	1.9205070E+06
1.77E+03	1.9189240E+06
1.77E+03	1.9203010E+06
1.77E+03	1.9186510E+06
1.77E+03	1.9221250E+06
1.78E+03	1.9174900E+06
1.78E+03	1.9141500E+06
1.78E+03	1.9183560E+06
1.78E+03	1.9119910E+06
1.78E+03	1.9151390E+06
1.79E+03	1.9187200E+06
1.79E+03	1.9163640E+06
1.79E+03	1.9147350E+06
1.79E+03	1.9192300E+06
1.79E+03	1.9207210E+06
1.80E+03	1.9135710E+06
1.80E+03	1.9151700E+06
1.80E+03	1.9151900E+06
1.80E+03	1.9159350E+06
1.80E+03	1.9135100E+06
1.81E+03	1.9205160E+06
1.81E+03	1.9132430E+06
1.81E+03	1.9172300E+06
1.81E+03	1.9214910E+06
1.81E+03	1.9121410E+06
1.82E+03	1.9144010E+06
1.82E+03	1.9147450E+06
1.82E+03	1.9180130E+06
1.82E+03	1.9116230E+06
1.82E+03	1.9210860E+06
1.83E+03	1.9216750E+06
1.83E+03	1.9256440E+06
1.83E+03	1.9135220E+06
1.83E+03	1.9164730E+06
1.83E+03	1.9220330E+06
1.84E+03	1.9186210E+06
1.84E+03	1.9153330E+06
1.84E+03	1.9141390E+06
1.84E+03	1.9187630E+06
1.84E+03	1.9117680E+06
1.85E+03	1.9158440E+06
1.85E+03	1.9155610E+06
1.85E+03	1.9186260E+06
1.85E+03	1.9163990E+06
1.85E+03	1.9121580E+06
1.86E+03	1.9123480E+06
1.86E+03	1.9164320E+06
1.86E+03	1.9130460E+06
1.86E+03	1.9177800E+06
1.86E+03	1.9152280E+06
1.87E+03	1.9189030E+06
1.87E+03	1.9147580E+06
1.87E+03	1.9172370E+06
1.87E+03	1.9143140E+06
1.87E+03	1.9164610E+06
1.87E+03	1.9166620E+06
1.88E+03	1.9184700E+06
1.88E+03	1.9123900E+06
1.88E+03	1.9182600E+06
1.88E+03	1.9135350E+06
1.89E+03	1.9183900E+06
1.89E+03	1.9185020E+06
1.89E+03	1.9164710E+06
1.89E+03	1.9205920E+06
1.89E+03	1.9191820E+06
1.89E+03	1.9223580E+06
1.90E+03	1.9236900E+06
1.90E+03	1.9141150E+06
1.90E+03	1.9161490E+06
1.90E+03	1.9146890E+06
1.90E+03	1.9180570E+06
1.90E+03	1.9144930E+06
1.90E+03	1.9180580E+06
1.90E+03	1.9192510E+06
1.91E+03	1.9184210E+06
1.91E+03	1.9173910E+06
1.91E+03	1.9142550E+06
1.91E+03	1.9095580E+06
1.91E+03	1.9171600E+06
1.91E+03	1.9205450E+06
1.91E+03	1.9135530E+06
1.91E+03	1.9242150E+06
1.91E+03	1.9155900E+06
1.91E+03	1.9159960E+06
1.92E+03	1.9157600E+06
1.92E+03	1.9175290E+06
1.92E+03	1.9131960E+06
1.92E+03	1.9144810E+06
1.92E+03	1.9147850E+06
1.92E+03	1.9179150E+06
1.92E+03	1.9141850E+06
1.92E+03	1.9168790E+06
1.92E+03	1.9176570E+06
1.92E+03	1.9214300E+06
1.93E+03	1.9178560E+06
1.93E+03	1.9122260E+06
1.93E+03	1.9196170E+06
1.93E+03	1.9137500E+06
1.93E+03	1.9118250E+06
1.93E+03	1.9167280E+06
1.93E+03	1.9160410E+06
1.93E+03	1.9176830E+06
1.93E+03	1.9129940E+06
1.93E+03	1.9111330E+06
1.94E+03	1.9171020E+06
1.94E+03	1.9137350E+06
1.94E+03	1.9223430E+06
1.94E+03	1.9112760E+06
1.94E+03	1.9133430E+06
1.94E+03	1.9154770E+06
1.94E+03	1.9147990E+06
1.94E+03	1.9119410E+06
1.94E+03	1.9202630E+06
1.94E+03	1.9128460E+06
1.95E+03	1.9173780E+06
1.95E+03	1.9171690E+06
1.95E+03	1.9105130E+06
1.95E+03	1.9141270E+06
1.95E+03	1.9197080E+06
1.95E+03	1.9153800E+06
1.95E+03	1.9217700E+06
1.95E+03	1.9086950E+06
1.95E+03	1.9155750E+06
1.95E+03	1.9075320E+06
1.96E+03	1.9190880E+06
1.96E+03	1.9165410E+06
1.96E+03	1.9112640E+06
1.96E+03	1.9192780E+06
1.96E+03	1.9097130E+06
1.96E+03	1.9136740E+06
1.96E+03	1.9085150E+06
1.96E+03	1.9140920E+06
1.96E+03	1.9135830E+06
1.96E+03	1.9081940E+06
1.97E+03	1.9104820E+06
1.97E+03	1.9104490E+06
1.97E+03	1.9108990E+06
1.97E+03	1.9158230E+06
1.97E+03	1.9126400E+06
1.97E+03	1.9125940E+06
1.97E+03	1.9163230E+06
1.97E+03	1.9204430E+06
1.97E+03	1.9130830E+06
1.97E+03	1.9135840E+06
1.98E+03	1.9104390E+06
1.98E+03	1.9181270E+06
1.98E+03	1.9148510E+06
1.98E+03	1.9111270E+06
1.98E+03	1.9132650E+06
1.98E+03	1.9126710E+06
1.98E+03	1.9148390E+06
1.98E+03	1.9062020E+06
1.98E+03	1.9116080E+06
1.98E+03	1.9132750E+06
1.99E+03	1.9158580E+06
1.99E+03	1.9171840E+06
1.99E+03	1.9206130E+06
1.99E+03	1.9144270E+06
1.99E+03	1.9144680E+06
1.99E+03	1.9160710E+06
1.99E+03	1.9107200E+06
1.99E+03	1.9114840E+06
1.99E+03	1.9098470E+06
1.99E+03	1.9095010E+06
2.00E+03	1.9136310E+06
2.00E+03	1.9147040E+06
2.00E+03	1.9133270E+06
2.00E+03	1.9118040E+06
2.00E+03	1.9095890E+06
2.00E+03	1.9187690E+06
2.00E+03	1.9120030E+06
1.98E+03	1.9137940E+06
1.95E+03	1.9096840E+06
1.93E+03	1.9167310E+06
1.90E+03	1.9152120E+06
1.88E+03	1.9167910E+06
1.85E+03	1.9235340E+06
1.82E+03	1.9146670E+06
1.80E+03	1.9140570E+06
1.77E+03	1.9150520E+06
1.74E+03	1.9082040E+06
1.72E+03	1.9159850E+06
1.69E+03	1.9156660E+06
1.67E+03	1.9083710E+06
1.64E+03	1.9140600E+06
1.61E+03	1.9152130E+06
1.59E+03	1.9090560E+06
1.56E+03	1.9133490E+06
1.53E+03	1.9193490E+06
1.51E+03	1.9096820E+06
1.48E+03	1.9128810E+06
1.45E+03	1.9157430E+06
1.43E+03	1.9196240E+06
1.40E+03	1.9140780E+06
1.37E+03	1.9081180E+06
1.35E+03	1.9158020E+06
1.32E+03	1.9179410E+06
1.29E+03	1.9106730E+06
1.27E+03	1.9247650E+06
1.24E+03	1.9213270E+06
1.22E+03	1.9184870E+06
1.19E+03	1.9163800E+06
1.16E+03	1.9197150E+06
1.14E+03	1.9265080E+06
1.11E+03	1.9210310E+06
1.08E+03	1.9170270E+06
1.06E+03	1.9185800E+06
1.05E+03	1.9150200E+06
1.03E+03	1.9153370E+06
1.02E+03	1.9168570E+06
1.01E+03	1.9215400E+06
1.00E+03	1.9157710E+06
1.00E+03	1.9122550E+06
9.99E+02	1.9197280E+06
9.96E+02	1.9136910E+06
9.93E+02	1.9108530E+06
9.91E+02	1.9151160E+06
9.88E+02	1.9157640E+06
9.86E+02	1.9252790E+06
9.83E+02	1.9155640E+06
9.80E+02	1.9184290E+06
9.78E+02	1.9171540E+06
9.75E+02	1.9205150E+06
9.72E+02	1.9161560E+06
9.70E+02	1.9142600E+06
9.67E+02	1.9157580E+06
9.64E+02	1.9178280E+06
9.62E+02	1.9207540E+06
9.59E+02	1.9171230E+06
9.57E+02	1.9163500E+06
9.54E+02	1.9187650E+06
9.51E+02	1.9223000E+06
9.48E+02	1.9196810E+06
9.46E+02	1.9163210E+06
9.43E+02	1.9218110E+06
9.40E+02	1.9172120E+06
9.38E+02	1.9155990E+06
9.35E+02	1.9201810E+06
9.33E+02	1.9214040E+06
9.30E+02	1.9263470E+06
9.27E+02	1.9208380E+06
9.25E+02	1.9185680E+06
9.22E+02	1.9175660E+06
9.19E+02	1.9152720E+06
9.17E+02	1.9145890E+06
9.14E+02	1.9197010E+06
9.11E+02	1.9219060E+06
9.09E+02	1.9183900E+06
9.06E+02	1.9171620E+06
9.03E+02	1.9187940E+06
9.01E+02	1.9157370E+06
8.98E+02	1.9216820E+06
8.96E+02	1.9188150E+06
8.93E+02	1.9201250E+06
8.90E+02	1.9189960E+06
8.87E+02	1.9183180E+06
8.85E+02	1.9190970E+06
8.82E+02	1.9172190E+06
8.80E+02	1.9094820E+06
8.77E+02	1.9283840E+06
8.75E+02	1.9146320E+06
8.72E+02	1.9162780E+06
8.69E+02	1.9117950E+06
8.67E+02	1.9255490E+06
8.64E+02	1.9222970E+06
8.61E+02	1.9167400E+06
8.59E+02	1.9155390E+06
8.56E+02	1.9116580E+06
8.53E+02	1.9129240E+06
8.51E+02	1.9158870E+06
8.48E+02	1.9188040E+06
8.45E+02	1.9109040E+06
8.43E+02	1.9156930E+06
8.40E+02	1.9101290E+06
8.37E+02	1.9189950E+06
8.35E+02	1.9137300E+06
8.32E+02	1.9160130E+06
8.29E+02	1.9227450E+06
8.27E+02	1.9172650E+06
8.24E+02	1.9210910E+06
8.21E+02	1.9159140E+06
8.19E+02	1.9170710E+06
8.16E+02	1.9188080E+06
8.14E+02	1.9141220E+06
8.11E+02	1.9201320E+06
8.08E+02	1.9199540E+06
8.06E+02	1.9178860E+06
8.03E+02	1.9185180E+06
8.00E+02	1.9210440E+06
7.98E+02	1.9199450E+06
7.95E+02	1.9218440E+06
7.92E+02	1.9200490E+06
7.90E+02	1.9198050E+06
7.87E+02	1.9197450E+06
7.84E+02	1.9185020E+06
7.82E+02	1.9194410E+06
7.79E+02	1.9228430E+06
7.76E+02	1.9201710E+06
7.74E+02	1.9158120E+06
7.71E+02	1.9184250E+06
7.68E+02	1.9250410E+06
7.66E+02	1.9154670E+06
7.63E+02	1.9133120E+06
7.61E+02	1.9184240E+06
7.58E+02	1.9155050E+06
7.55E+02	1.9170910E+06
7.53E+02	1.9224330E+06
7.50E+02	1.9292010E+06
7.47E+02	1.9255580E+06
7.45E+02	1.9304020E+06
7.42E+02	1.9209780E+06
7.39E+02	1.9144080E+06
7.37E+02	1.9205160E+06
7.34E+02	1.9198610E+06
7.31E+02	1.9194290E+06
7.29E+02	1.9292380E+06
7.26E+02	1.9214630E+06
7.23E+02	1.9187430E+06
7.21E+02	1.9225480E+06
7.18E+02	1.9204400E+06
7.15E+02	1.9193440E+06
7.13E+02	1.9180600E+06
7.10E+02	1.9173450E+06
7.08E+02	1.9208800E+06
7.05E+02	1.9187250E+06
7.02E+02	1.9215690E+06
7.00E+02	1.9223150E+06
6.97E+02	1.9221230E+06
6.94E+02	1.9300210E+06
6.92E+02	1.9209350E+06
6.89E+02	1.9252020E+06
6.86E+02	1.9235010E+06
6.84E+02	1.9211300E+06
6.81E+02	1.9238770E+06
6.78E+02	1.9233870E+06
6.76E+02	1.9197580E+06
6.73E+02	1.9187950E+06
6.70E+02	1.9203330E+06
6.68E+02	1.9286930E+06
6.65E+02	1.9248430E+06
6.63E+02	1.9258160E+06
6.60E+02	1.9262770E+06
6.57E+02	1.9227370E+06
6.55E+02	1.9289780E+06
6.52E+02	1.9200550E+06
6.49E+02	1.9248080E+06
6.47E+02	1.9287130E+06
6.44E+02	1.9216180E+06
6.41E+02	1.9274410E+06
6.39E+02	1.9273310E+06
6.36E+02	1.9241250E+06
6.33E+02	1.9224860E+06
6.31E+02	1.9234380E+06
6.28E+02	1.9202130E+06
6.25E+02	1.9242110E+06
6.23E+02	1.9235610E+06
6.20E+02	1.9259140E+06
6.17E+02	1.9276510E+06
6.15E+02	1.9328870E+06
6.12E+02	1.9264540E+06
6.10E+02	1.9206650E+06
6.07E+02	1.9230320E+06
6.04E+02	1.9234750E+06
6.02E+02	1.9233500E+06
5.99E+02	1.9263950E+06
5.96E+02	1.9267860E+06
5.94E+02	1.9255660E+06
5.91E+02	1.9325430E+06
5.88E+02	1.9253570E+06
5.86E+02	1.9208720E+06
5.83E+02	1.9246040E+06
5.80E+02	1.9227410E+06
5.78E+02	1.9290010E+06
5.75E+02	1.9231910E+06
5.73E+02	1.9249130E+06
5.70E+02	1.9248960E+06
5.67E+02	1.9261640E+06
5.64E+02	1.9267560E+06
5.62E+02	1.9234340E+06
5.59E+02	1.9205310E+06
5.56E+02	1.9203780E+06
5.54E+02	1.9232260E+06
5.51E+02	1.9229780E+06
5.49E+02	1.9249670E+06
5.46E+02	1.9266930E+06
5.43E+02	1.9209580E+06
5.41E+02	1.9211300E+06
5.38E+02	1.9293030E+06
5.35E+02	1.9247130E+06
5.33E+02	1.9299150E+06
5.30E+02	1.9283610E+06
5.28E+02	1.9255620E+06
5.25E+02	1.9277330E+06
5.22E+02	1.9225170E+06
5.19E+02	1.9257310E+06
5.17E+02	1.9242570E+06
5.14E+02	1.9254050E+06
5.12E+02	1.9264980E+06
5.09E+02	1.9260890E+06
5.06E+02	1.9230370E+06
5.04E+02	1.9257780E+06
5.01E+02	1.9271610E+06
4.98E+02	1.9263150E+06
4.96E+02	1.9241470E+06
4.93E+02	1.9238630E+06
4.90E+02	1.9265460E+06
4.88E+02	1.9258840E+06
4.85E+02	1.9263490E+06
4.82E+02	1.9242620E+06
4.80E+02	1.9247970E+06
4.77E+02	1.9258890E+06
4.74E+02	1.9271700E+06
4.72E+02	1.9239730E+06
4.69E+02	1.9246900E+06
4.67E+02	1.9277340E+06
4.64E+02	1.9168570E+06
4.61E+02	1.9243540E+06
4.59E+02	1.9243170E+06
4.56E+02	1.9244860E+06
4.53E+02	1.9221140E+06
4.50E+02	1.9206690E+06
4.48E+02	1.9261010E+06
4.45E+02	1.9263210E+06
4.43E+02	1.9235060E+06
4.40E+02	1.9209790E+06
4.38E+02	1.9233170E+06
4.35E+02	1.9266970E+06
4.32E+02	1.9283920E+06
4.30E+02	1.9267260E+06
4.27E+02	1.9297610E+06
4.24E+02	1.9253480E+06
4.21E+02	1.9272520E+06
4.19E+02	1.9239470E+06
4.16E+02	1.9298180E+06
4.14E+02	1.9280560E+06
4.11E+02	1.9228090E+06
4.08E+02	1.9295330E+06
4.06E+02	1.9280660E+06
4.03E+02	1.9297250E+06
4.00E+02	1.9346030E+06
3.98E+02	1.9315880E+06
3.95E+02	1.9261110E+06
3.92E+02	1.9229200E+06
3.90E+02	1.9258070E+06
3.87E+02	1.9231300E+06
3.84E+02	1.9172280E+06
3.82E+02	1.9332560E+06
3.79E+02	1.9278020E+06
3.76E+02	1.9326470E+06
3.74E+02	1.9258800E+06
3.71E+02	1.9281140E+06
3.68E+02	1.9237000E+06
3.66E+02	1.9354260E+06
3.63E+02	1.9377750E+06
3.61E+02	1.9354410E+06
3.58E+02	1.9293650E+06
3.55E+02	1.9321670E+06
3.52E+02	1.9288310E+06
3.50E+02	1.9270370E+06
3.47E+02	1.9340940E+06
3.45E+02	1.9233490E+06
3.42E+02	1.9303850E+06
3.39E+02	1.9322650E+06
3.37E+02	1.9325840E+06
3.34E+02	1.9307860E+06
3.31E+02	1.9279950E+06
3.29E+02	1.9276350E+06
3.26E+02	1.9277740E+06
3.23E+02	1.9295120E+06
3.21E+02	1.9318990E+06
3.18E+02	1.9315070E+06
3.16E+02	1.9317870E+06
3.13E+02	1.9325270E+06
3.10E+02	1.9334690E+06
3.08E+02	1.9367090E+06
3.05E+02	1.9342990E+06
3.02E+02	1.9336490E+06
3.00E+02	1.9331520E+06
2.97E+02	1.9322240E+06
2.94E+02	1.9326710E+06
2.92E+02	1.9328110E+06
2.89E+02	1.9318440E+06
2.86E+02	1.9381870E+06
2.84E+02	1.9296820E+06
2.81E+02	1.9317260E+06
2.78E+02	1.9329270E+06
2.76E+02	1.9287170E+06
2.73E+02	1.9284690E+06
2.71E+02	1.9303610E+06
2.68E+02	1.9270170E+06
2.65E+02	1.9328580E+06
2.63E+02	1.9322160E+06
2.60E+02	1.9365270E+06
2.57E+02	1.9364860E+06
2.54E+02	1.9407950E+06
2.52E+02	1.9374590E+06
2.49E+02	1.9363830E+06
2.47E+02	1.9370910E+06
2.44E+02	1.9279580E+06
2.41E+02	1.9342990E+06
2.39E+02	1.9285230E+06
2.36E+02	1.9324250E+06
2.33E+02	1.9338070E+06
2.31E+02	1.9313210E+06
2.28E+02	1.9359950E+06
2.25E+02	1.9335970E+06
2.23E+02	1.9315250E+06
2.20E+02	1.9349980E+06
2.18E+02	1.9371400E+06
2.15E+02	1.9393900E+06
2.12E+02	1.9384820E+06
2.10E+02	1.9353500E+06
2.07E+02	1.9356610E+06
2.04E+02	1.9367150E+06
2.02E+02	1.9374680E+06
1.99E+02	1.9368860E+06
1.96E+02	1.9364890E+06
1.94E+02	1.9337590E+06
1.91E+02	1.9350450E+06
1.88E+02	1.9350120E+06
1.86E+02	1.9303930E+06
1.83E+02	1.9315230E+06
1.81E+02	1.9440130E+06
1.78E+02	1.9335200E+06
1.75E+02	1.9319090E+06
1.73E+02	1.9397250E+06
1.70E+02	1.9291630E+06
1.67E+02	1.9364280E+06
1.65E+02	1.9321770E+06
1.62E+02	1.9426260E+06
1.59E+02	1.9333740E+06
1.57E+02	1.9406360E+06
1.54E+02	1.9401090E+06
1.51E+02	1.9415280E+06
1.49E+02	1.9360720E+06
1.46E+02	1.9398010E+06
1.43E+02	1.9368820E+06
1.40E+02	1.9314820E+06
1.38E+02	1.9433850E+06
1.35E+02	1.9461560E+06
1.33E+02	1.9373810E+06
1.30E+02	1.9386280E+06
1.28E+02	1.9380170E+06
1.25E+02	1.9408960E+06
1.22E+02	1.9398790E+06
1.19E+02	1.9323790E+06
1.17E+02	1.9387200E+06
1.14E+02	1.9314400E+06
1.12E+02	1.9490600E+06
1.09E+02	1.9415250E+06
1.06E+02	1.9424110E+06
1.04E+02	1.9433310E+06
1.01E+02	1.9393010E+06
9.82E+01	1.9441240E+06
9.56E+01	1.9434110E+06
9.30E+01	1.9426000E+06
9.04E+01	1.9442520E+06
8.77E+01	1.9507040E+06
8.50E+01	1.9452440E+06
8.24E+01	1.9445510E+06
7.98E+01	1.9404130E+06
7.70E+01	1.9507580E+06
7.44E+01	1.9454530E+06
7.18E+01	1.9414470E+06
6.91E+01	1.9484290E+06
6.67E+01	1.9518020E+06
6.38E+01	1.9586280E+06
6.12E+01	1.9486250E+06
5.87E+01	1.9469000E+06
5.59E+01	1.9481270E+06
5.32E+01	1.9537860E+06
5.06E+01	1.9534310E+06
4.80E+01	1.9492670E+06
4.54E+01	1.9470590E+06
4.26E+01	1.9506120E+06
4.00E+01	1.9598990E+06
3.74E+01	1.9631130E+06
3.46E+01	1.9563760E+06
3.20E+01	1.9594730E+06
2.95E+01	1.9623420E+06
2.65E+01	1.9584340E+06
2.40E+01	1.9647910E+06
2.14E+01	1.9703700E+06
1.89E+01	1.9775210E+06
1.62E+01	1.9683800E+06
1.35E+01	1.9831670E+06
1.08E+01	1.9799640E+06
8.20E+00	1.9838630E+06
5.59E+00	1.9983110E+06
2.97E+00	2.0022200E+06
2.49E-01	2.0133370E+06
-2.40E+00	2.0359060E+06
-5.01E+00	2.0477700E+06
-7.82E+00	2.0612640E+06
-1.04E+01	2.0633700E+06
-1.30E+01	2.0753330E+06
-1.56E+01	2.0808560E+06
-1.84E+01	2.0987840E+06
-2.10E+01	2.1069830E+06
-2.36E+01	2.1033330E+06
-2.63E+01	2.1162520E+06
-2.90E+01	2.1225850E+06
-3.17E+01	2.1179770E+06
-3.42E+01	2.1276270E+06
-3.69E+01	2.1325720E+06
-3.95E+01	2.1328550E+06
-4.23E+01	2.1302590E+06
-4.49E+01	2.1383220E+06
-4.74E+01	2.1338930E+06
-5.01E+01	2.1415050E+06
-5.29E+01	2.1473720E+06
-5.54E+01	2.1428410E+06
-5.81E+01	2.1358620E+06
-6.09E+01	2.1423190E+06
-6.35E+01	2.1367290E+06
-6.61E+01	2.1466170E+06
-6.88E+01	2.1419920E+06
-7.14E+01	2.1435350E+06
-7.40E+01	2.1404750E+06
-7.67E+01	2.1475910E+06
-7.95E+01	2.1472770E+06
-8.21E+01	2.1389470E+06
-8.47E+01	2.1399890E+06
-8.72E+01	2.1346100E+06
-8.99E+01	2.1340860E+06
-9.28E+01	2.1282250E+06
-9.53E+01	2.1339780E+06
-9.79E+01	2.1314990E+06
-1.01E+02	2.1332320E+06
-1.03E+02	2.1239000E+06
-1.06E+02	2.1232130E+06
-1.09E+02	2.1279380E+06
-1.12E+02	2.1298750E+06
-1.14E+02	2.1295780E+06
-1.17E+02	2.1185030E+06
-1.19E+02	2.1197160E+06
-1.22E+02	2.1312910E+06
-1.25E+02	2.1214380E+06
-1.27E+02	2.1060820E+06
-1.30E+02	2.1000690E+06
-1.32E+02	2.1011230E+06
-1.35E+02	2.1052660E+06
-1.38E+02	2.0972190E+06
-1.40E+02	2.0917180E+06
-1.43E+02	2.0891100E+06
-1.46E+02	2.0957840E+06
-1.49E+02	2.0938120E+06
-1.51E+02	2.0892110E+06
-1.54E+02	2.0747640E+06
-1.57E+02	2.0719570E+06
-1.59E+02	2.0803830E+06
-1.62E+02	2.0757200E+06
-1.64E+02	2.0710160E+06
-1.67E+02	2.0165260E+06
-1.70E+02	1.9936610E+06
-1.72E+02	1.9839480E+06
-1.75E+02	1.9898490E+06
-1.77E+02	1.9560270E+06
-1.80E+02	1.9519460E+06
-1.83E+02	1.9434960E+06
-1.85E+02	1.9528820E+06
-1.88E+02	1.9440000E+06
-1.91E+02	1.9400920E+06
-1.93E+02	1.9415960E+06
-1.96E+02	1.9328770E+06
-1.99E+02	1.9386260E+06
-2.01E+02	1.9425330E+06
-2.04E+02	1.9382360E+06
-2.07E+02	1.9326040E+06
-2.09E+02	1.9265850E+06
-2.12E+02	1.9295280E+06
-2.15E+02	1.9318950E+06
-2.17E+02	1.9350000E+06
-2.20E+02	1.9264450E+06
-2.22E+02	1.9361050E+06
-2.25E+02	1.9372740E+06
-2.28E+02	1.9348550E+06
-2.30E+02	1.9320560E+06
-2.34E+02	1.9340690E+06
-2.36E+02	1.9397740E+06
-2.39E+02	1.9327170E+06
-2.42E+02	1.9304100E+06
-2.44E+02	1.9404980E+06
-2.47E+02	1.9407030E+06
-2.49E+02	1.9352350E+06
-2.52E+02	1.9288830E+06
-2.55E+02	1.9327070E+06
-2.58E+02	1.9369370E+06
-2.60E+02	1.9348560E+06
-2.63E+02	1.9344000E+06
-2.66E+02	1.9242630E+06
-2.68E+02	1.9206770E+06
-2.71E+02	1.9256780E+06
-2.73E+02	1.9382630E+06
-2.76E+02	1.9300310E+06
-2.79E+02	1.9266960E+06
-2.82E+02	1.9316130E+06
-2.84E+02	1.9259220E+06
-2.87E+02	1.9326900E+06
-2.89E+02	1.9335310E+06
-2.92E+02	1.9284560E+06
-2.95E+02	1.9344520E+06
-2.97E+02	1.9276700E+06
-3.00E+02	1.9258510E+06
-3.03E+02	1.9273750E+06
-3.05E+02	1.9293930E+06
-3.08E+02	1.9272670E+06
-3.11E+02	1.9328710E+06
-3.13E+02	1.9286860E+06
-3.16E+02	1.9282490E+06
-3.19E+02	1.9367200E+06
-3.21E+02	1.9277520E+06
-3.24E+02	1.9336590E+06
-3.27E+02	1.9181250E+06
-3.29E+02	1.9382270E+06
-3.32E+02	1.9249770E+06
-3.35E+02	1.9283310E+06
-3.37E+02	1.9316430E+06
-3.40E+02	1.9274750E+06
-3.42E+02	1.9223270E+06
-3.45E+02	1.9211740E+06
-3.48E+02	1.9249420E+06
-3.50E+02	1.9208910E+06
-3.53E+02	1.9350740E+06
-3.56E+02	1.9282820E+06
-3.58E+02	1.9324280E+06
-3.61E+02	1.9263630E+06
-3.64E+02	1.9265200E+06
-3.66E+02	1.9229780E+06
-3.69E+02	1.9257330E+06
-3.72E+02	1.9282520E+06
-3.74E+02	1.9257020E+06
-3.77E+02	1.9236990E+06
-3.80E+02	1.9275700E+06
-3.82E+02	1.9278660E+06
-3.85E+02	1.9285500E+06
-3.88E+02	1.9301030E+06
-3.90E+02	1.9257680E+06
-3.93E+02	1.9271730E+06
-3.95E+02	1.9327140E+06
-3.98E+02	1.9283060E+06
-4.01E+02	1.9285550E+06
-4.03E+02	1.9296230E+06
-4.06E+02	1.9289930E+06
-4.09E+02	1.9225610E+06
-4.11E+02	1.9280400E+06
-4.14E+02	1.9230050E+06
-4.17E+02	1.9263550E+06
-4.19E+02	1.9219160E+06
-4.22E+02	1.9259490E+06
-4.25E+02	1.9233640E+06
-4.27E+02	1.9237800E+06
-4.30E+02	1.9262260E+06
-4.32E+02	1.9231620E+06
-4.35E+02	1.9238590E+06
-4.38E+02	1.9297260E+06
-4.41E+02	1.9314240E+06
-4.43E+02	1.9303580E+06
-4.46E+02	1.9314120E+06
-4.48E+02	1.9292520E+06
-4.51E+02	1.9305380E+06
-4.54E+02	1.9229250E+06
-4.56E+02	1.9231070E+06
-4.59E+02	1.9249240E+06
-4.62E+02	1.9252260E+06
-4.64E+02	1.9246850E+06
-4.67E+02	1.9274460E+06
-4.70E+02	1.9288990E+06
-4.72E+02	1.9245270E+06
-4.75E+02	1.9204940E+06
-4.78E+02	1.9251970E+06
-4.80E+02	1.9243030E+06
-4.83E+02	1.9249620E+06
-4.86E+02	1.9240820E+06
-4.88E+02	1.9209290E+06
-4.91E+02	1.9196970E+06
-4.93E+02	1.9255480E+06
-4.96E+02	1.9230960E+06
-4.99E+02	1.9225020E+06
-5.01E+02	1.9190690E+06
-5.04E+02	1.9226960E+06
-5.07E+02	1.9208230E+06
-5.09E+02	1.9250020E+06
-5.12E+02	1.9253600E+06
-5.14E+02	1.9255710E+06
-5.17E+02	1.9285440E+06
-5.20E+02	1.9250770E+06
-5.22E+02	1.9227240E+06
-5.25E+02	1.9250820E+06
-5.28E+02	1.9227460E+06
-5.31E+02	1.9246860E+06
-5.33E+02	1.9294420E+06
-5.36E+02	1.9236010E+06
-5.39E+02	1.9265770E+06
-5.41E+02	1.9218390E+06
-5.44E+02	1.9282580E+06
-5.47E+02	1.9240820E+06
-5.49E+02	1.9233980E+06
-5.52E+02	1.9206130E+06
-5.54E+02	1.9226710E+06
-5.57E+02	1.9215520E+06
-5.60E+02	1.9267750E+06
-5.62E+02	1.9283790E+06
-5.65E+02	1.9195770E+06
-5.68E+02	1.9272870E+06
-5.70E+02	1.9203050E+06
-5.73E+02	1.9269240E+06
-5.76E+02	1.9195900E+06
-5.78E+02	1.9205920E+06
-5.81E+02	1.9203430E+06
-5.84E+02	1.9235580E+06
-5.86E+02	1.9202980E+06
-5.89E+02	1.9215600E+06
-5.92E+02	1.9270100E+06
-5.94E+02	1.9276920E+06
-5.97E+02	1.9230950E+06
-6.00E+02	1.9234100E+06
-6.02E+02	1.9214660E+06
-6.05E+02	1.9217290E+06
-6.07E+02	1.9211280E+06
-6.10E+02	1.9199820E+06
-6.13E+02	1.9189930E+06
-6.15E+02	1.9259970E+06
-6.18E+02	1.9274700E+06
-6.21E+02	1.9228460E+06
-6.23E+02	1.9270040E+06
-6.26E+02	1.9220530E+06
-6.29E+02	1.9242050E+06
-6.31E+02	1.9198130E+06
-6.34E+02	1.9183500E+06
-6.36E+02	1.9257520E+06
-6.39E+02	1.9180780E+06
-6.42E+02	1.9226550E+06
-6.44E+02	1.9268800E+06
-6.47E+02	1.9230050E+06
-6.50E+02	1.9243610E+06
-6.52E+02	1.9235820E+06
-6.55E+02	1.9205130E+06
-6.58E+02	1.9217850E+06
-6.60E+02	1.9146390E+06
-6.63E+02	1.9212640E+06
